Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index,Calculated_Revenue,Date,Quarter,Revenue_per_unit,Sales_Lag_1,Sales_Lag_3,Sales_Lag_6,Sales_Rolling_3,Sales_Rolling_6,Sales_Growth,EV_Demand_Index
2021,4,USA,i4,11941,64814,773943974,0.081,16.27,4.0,1.18,773943974,2021-04-01,2,64814.0,10337.0,3425.0,6799.0,10233.333333333334,8250.0,0.15517074586437074,0.09558
2021,4,USA,iX,3734,75931,283526354,0.093,16.27,4.0,1.18,283526354,2021-04-01,2,75931.0,11941.0,8422.0,12350.0,8670.666666666666,6814.0,-0.6872958713675572,0.10973999999999999
2021,4,USA,MINI,5665,42017,238026305,0.104,16.27,4.0,1.18,238026305,2021-04-01,2,42017.0,3734.0,10337.0,3025.0,7113.333333333333,7254.0,0.5171397964649169,0.12271999999999998
2021,4,RestOfWorld,X5,8364,68546,573318744,0.112,6.51,2.7,1.11,573318744,2021-04-01,2,68546.0,5665.0,11941.0,3425.0,5921.0,8077.166666666667,0.4764342453662842,0.12432000000000001
2021,4,RestOfWorld,i4,9216,65891,607251456,0.09,6.51,2.7,1.11,607251456,2021-04-01,2,65891.0,8364.0,3734.0,8422.0,7748.333333333333,8209.5,0.10186513629842175,0.0999
2021,4,RestOfWorld,5 Series,9611,61960,595497560,0.106,6.51,2.7,1.11,595497560,2021-04-01,2,61960.0,9216.0,5665.0,10337.0,9063.666666666666,8088.5,0.04286024305555558,0.11766
2021,4,RestOfWorld,X7,4266,91599,390761334,0.091,6.51,2.7,1.11,390761334,2021-04-01,2,91599.0,9611.0,8364.0,11941.0,7697.666666666667,6809.333333333333,-0.5561335969201956,0.10101
2021,4,RestOfWorld,iX,12083,74012,894286996,0.076,6.51,2.7,1.11,894286996,2021-04-01,2,74012.0,4266.0,9216.0,3734.0,8653.333333333334,8200.833333333334,1.8323956868260667,0.08436
2021,4,USA,5 Series,10563,61216,646624608,0.091,16.27,4.0,1.18,646624608,2021-04-01,2,61216.0,12083.0,9611.0,5665.0,8970.666666666666,9017.166666666666,-0.12579657369858477,0.10737999999999999
2021,4,RestOfWorld,3 Series,3331,46605,155241255,0.104,6.51,2.7,1.11,155241255,2021-04-01,2,46605.0,10563.0,4266.0,8364.0,8659.0,8178.333333333333,-0.684653980876645,0.11544
2021,4,USA,X3,6783,56972,386441076,0.11,16.27,4.0,1.18,386441076,2021-04-01,2,56972.0,3331.0,12083.0,9216.0,6892.333333333333,7772.833333333333,1.0363254277994596,0.1298
2021,4,RestOfWorld,MINI,11264,41881,471747584,0.108,6.51,2.7,1.11,471747584,2021-04-01,2,41881.0,6783.0,10563.0,9611.0,7126.0,8048.333333333333,0.6606221435942798,0.11988000000000001
2021,4,RestOfWorld,X3,3673,59809,219678457,0.105,6.51,2.7,1.11,219678457,2021-04-01,2,59809.0,11264.0,3331.0,4266.0,7240.0,7949.5,-0.6739169034090908,0.11655
2021,5,China,MINI,7316,42081,307864596,0.107,14.36,3.68,1.13,307864596,2021-05-01,2,42081.0,3673.0,6783.0,12083.0,7417.666666666667,7155.0,0.9918322896814593,0.12090999999999999
2021,5,Europe,X5,4720,67140,316900800,0.096,18.88,1.9,1.13,316900800,2021-05-01,2,67140.0,7316.0,11264.0,10563.0,5236.333333333333,6181.166666666667,-0.3548387096774194,0.10848
2021,5,China,i4,11882,66217,786790394,0.078,14.36,3.68,1.13,786790394,2021-05-01,2,66217.0,4720.0,3673.0,3331.0,7972.666666666667,7606.333333333333,1.5173728813559322,0.08814
2021,5,China,iX,9949,74810,744284690,0.098,14.36,3.68,1.13,744284690,2021-05-01,2,74810.0,11882.0,7316.0,6783.0,8850.333333333334,8134.0,-0.1626830499915839,0.11073999999999999
2021,5,Europe,3 Series,8674,48330,419214420,0.078,18.88,1.9,1.13,419214420,2021-05-01,2,48330.0,9949.0,4720.0,11264.0,10168.333333333334,7702.333333333333,-0.12815358327470094,0.08814
2021,5,Europe,X3,4558,56891,259309178,0.081,18.88,1.9,1.13,259309178,2021-05-01,2,56891.0,8674.0,11882.0,3673.0,7727.0,7849.833333333333,-0.474521558681116,0.09153
2021,5,Europe,X7,4441,90464,401750624,0.09,18.88,1.9,1.13,401750624,2021-05-01,2,90464.0,4558.0,9949.0,7316.0,5891.0,7370.666666666667,-0.025669153137340972,0.10169999999999998
2021,5,Europe,MINI,12029,43734,526076286,0.089,18.88,1.9,1.13,526076286,2021-05-01,2,43734.0,4441.0,8674.0,4720.0,7009.333333333333,8588.833333333334,1.7086241837424003,0.10056999999999998
2021,5,China,3 Series,5897,49982,294743854,0.103,14.36,3.68,1.13,294743854,2021-05-01,2,49982.0,12029.0,4558.0,11882.0,7455.666666666667,7591.333333333333,-0.509768060520409,0.11638999999999998
2021,5,China,5 Series,8340,63858,532575720,0.104,14.36,3.68,1.13,532575720,2021-05-01,2,63858.0,5897.0,4441.0,9949.0,8755.333333333334,7323.166666666667,0.4142784466677971,0.11751999999999999
2021,5,China,X3,7469,59382,443524158,0.088,14.36,3.68,1.13,443524158,2021-05-01,2,59382.0,8340.0,12029.0,8674.0,7235.333333333333,7122.333333333333,-0.10443645083932851,0.09943999999999999
2021,5,China,X5,11365,68683,780582295,0.085,14.36,3.68,1.13,780582295,2021-05-01,2,68683.0,7469.0,5897.0,4558.0,9058.0,8256.833333333334,0.5216227071897175,0.09605
2021,5,China,X7,7696,90223,694356208,0.085,14.36,3.68,1.13,694356208,2021-05-01,2,90223.0,11365.0,8340.0,4441.0,8843.333333333334,8799.333333333334,-0.322833260008799,0.09605
2021,5,Europe,iX,11608,73075,848254600,0.075,18.88,1.9,1.13,848254600,2021-05-01,2,73075.0,7696.0,7469.0,12029.0,10223.0,8729.166666666666,0.5083160083160083,0.08474999999999999
2021,5,Europe,5 Series,7441,62119,462227479,0.098,18.88,1.9,1.13,462227479,2021-05-01,2,62119.0,11608.0,11365.0,5897.0,8915.0,8986.5,-0.35897656788421783,0.11073999999999999
2021,5,Europe,i4,7218,64827,467921286,0.089,18.88,1.9,1.13,467921286,2021-05-01,2,64827.0,7441.0,7696.0,8340.0,8755.666666666666,8799.5,-0.02996909017605165,0.10056999999999998
2021,5,USA,MINI,9621,40617,390776157,0.093,15.82,3.53,1.12,390776157,2021-05-01,2,40617.0,7218.0,11608.0,7469.0,8093.333333333333,9158.166666666666,0.33291770573566093,0.10416
2021,5,RestOfWorld,MINI,6107,41433,253031331,0.091,5.34,1.97,1.15,253031331,2021-05-01,2,41433.0,9621.0,7441.0,11365.0,7648.666666666667,8281.833333333334,-0.36524269826421374,0.10464999999999999
2021,5,USA,X7,4528,93658,424083424,0.096,15.82,3.53,1.12,424083424,2021-05-01,2,93658.0,6107.0,7218.0,7696.0,6752.0,7753.833333333333,-0.2585557556901916,0.10752000000000002
2021,5,USA,3 Series,5261,46840,246425240,0.082,15.82,3.53,1.12,246425240,2021-05-01,2,46840.0,4528.0,9621.0,11608.0,5298.666666666667,6696.0,0.16188162544169615,0.09184000000000002
2021,5,RestOfWorld,3 Series,12295,47212,580471540,0.104,5.34,1.97,1.15,580471540,2021-05-01,2,47212.0,5261.0,6107.0,7441.0,7361.333333333333,7505.0,1.337008173351074,0.11959999999999998
2021,5,USA,5 Series,10779,63058,679702182,0.084,15.82,3.53,1.12,679702182,2021-05-01,2,63058.0,12295.0,4528.0,7218.0,9445.0,8098.5,-0.12330215534770228,0.09408000000000001
2021,5,USA,X5,11472,70121,804428112,0.099,15.82,3.53,1.12,804428112,2021-05-01,2,70121.0,10779.0,5261.0,9621.0,11515.333333333334,8407.0,0.06429167826328963,0.11088000000000002
2021,5,USA,i4,6469,63277,409338913,0.091,15.82,3.53,1.12,409338913,2021-05-01,2,63277.0,11472.0,12295.0,6107.0,9573.333333333334,8467.333333333334,-0.43610529986053004,0.10192000000000001
2021,5,USA,X3,9197,57311,527089267,0.091,15.82,3.53,1.12,527089267,2021-05-01,2,57311.0,6469.0,10779.0,4528.0,9046.0,9245.5,0.4217035090431287,0.10192000000000001
2021,5,RestOfWorld,5 Series,5138,61362,315277956,0.113,5.34,1.97,1.15,315277956,2021-05-01,2,61362.0,9197.0,11472.0,5261.0,6934.666666666667,9225.0,-0.4413395672501903,0.12994999999999998
2021,5,RestOfWorld,X3,2885,56129,161932165,0.082,5.34,1.97,1.15,161932165,2021-05-01,2,56129.0,5138.0,6469.0,12295.0,5740.0,7656.666666666667,-0.4384974698326197,0.0943
2021,5,RestOfWorld,X5,9150,69363,634671450,0.113,5.34,1.97,1.15,634671450,2021-05-01,2,69363.0,2885.0,9197.0,10779.0,5724.333333333333,7385.166666666667,2.17157712305026,0.12994999999999998
2021,5,RestOfWorld,X7,11029,93373,1029810817,0.106,5.34,1.97,1.15,1029810817,2021-05-01,2,93373.0,9150.0,5138.0,11472.0,7688.0,7311.333333333333,0.20535519125683055,0.12189999999999998
2021,5,RestOfWorld,i4,2841,63926,181613766,0.097,5.34,1.97,1.15,181613766,2021-05-01,2,63926.0,11029.0,2885.0,6469.0,7673.333333333333,6706.666666666667,-0.7424063831716384,0.11155
2021,5,RestOfWorld,iX,5879,73340,431165860,0.088,5.34,1.97,1.15,431165860,2021-05-01,2,73340.0,2841.0,9150.0,9197.0,6583.0,6153.666666666667,1.069341781063006,0.10119999999999998
2021,5,USA,iX,4513,74833,337721329,0.091,15.82,3.53,1.12,337721329,2021-05-01,2,74833.0,5879.0,11029.0,5138.0,4411.0,6049.5,-0.23235244089130802,0.10192000000000001
2021,6,Europe,X3,9597,58578,562173066,0.098,17.3,1.33,1.15,562173066,2021-06-01,2,58578.0,4513.0,2841.0,2885.0,6663.0,7168.166666666667,1.1265233769111456,0.1127
2021,6,Europe,iX,6405,73655,471760275,0.112,17.3,1.33,1.15,471760275,2021-06-01,2,73655.0,9597.0,5879.0,9150.0,6838.333333333333,6710.666666666667,-0.33260393873085337,0.1288
2021,6,Europe,X7,13799,90011,1242061789,0.104,17.3,1.33,1.15,1242061789,2021-06-01,2,90011.0,6405.0,4513.0,11029.0,9933.666666666666,7172.333333333333,1.1544106167056989,0.11959999999999998
2021,6,China,i4,9703,66672,646918416,0.098,15.58,3.92,1.13,646918416,2021-06-01,2,66672.0,13799.0,9597.0,2841.0,9969.0,8316.0,-0.2968331038481049,0.11073999999999999
2021,6,Europe,3 Series,4641,47204,219073764,0.101,17.3,1.33,1.15,219073764,2021-06-01,2,47204.0,9703.0,6405.0,5879.0,9381.0,8109.666666666667,-0.5216943213439142,0.11615
2021,6,Europe,5 Series,11103,62758,696802074,0.084,17.3,1.33,1.15,696802074,2021-06-01,2,62758.0,4641.0,13799.0,4513.0,8482.333333333334,9208.0,1.392372333548804,0.0966
2021,6,Europe,X5,10854,70367,763763418,0.12,17.3,1.33,1.15,763763418,2021-06-01,2,70367.0,11103.0,9703.0,9597.0,8866.0,9417.5,-0.02242637125101321,0.13799999999999998
2021,6,China,X5,12230,67184,821660320,0.082,15.58,3.92,1.13,821660320,2021-06-01,2,67184.0,10854.0,4641.0,6405.0,11395.666666666666,10388.333333333334,0.12677353970886318,0.09265999999999999
2021,6,China,X7,8468,90335,764956780,0.088,15.58,3.92,1.13,764956780,2021-06-01,2,90335.0,12230.0,11103.0,13799.0,10517.333333333334,9499.833333333334,-0.3076042518397384,0.09943999999999999
2021,6,Europe,MINI,5487,41619,228363453,0.11,17.3,1.33,1.15,228363453,2021-06-01,2,41619.0,8468.0,10854.0,9703.0,8728.333333333334,8797.166666666666,-0.3520311761927255,0.1265
2021,6,China,3 Series,13350,47015,627650250,0.093,15.58,3.92,1.13,627650250,2021-06-01,2,47015.0,5487.0,12230.0,4641.0,9101.666666666666,10248.666666666666,1.433023510114817,0.10508999999999999
2021,6,China,5 Series,4656,61397,285864432,0.099,15.58,3.92,1.13,285864432,2021-06-01,2,61397.0,13350.0,8468.0,11103.0,7831.0,9174.166666666666,-0.6512359550561797,0.11187
2021,6,China,X3,13482,57260,771979320,0.103,15.58,3.92,1.13,771979320,2021-06-01,2,57260.0,4656.0,5487.0,10854.0,10496.0,9612.166666666666,1.8956185567010309,0.11638999999999998
2021,6,Europe,i4,3230,65537,211684510,0.1,17.3,1.33,1.15,211684510,2021-06-01,2,65537.0,13482.0,13350.0,12230.0,7122.666666666667,8112.166666666667,-0.7604213024773773,0.11499999999999999
2021,6,China,iX,10377,73200,759596400,0.091,15.58,3.92,1.13,759596400,2021-06-01,2,73200.0,3230.0,4656.0,8468.0,9029.666666666666,8430.333333333334,2.2126934984520124,0.10282999999999999
2021,6,China,MINI,13444,41887,563128828,0.075,15.58,3.92,1.13,563128828,2021-06-01,2,41887.0,10377.0,13482.0,5487.0,9017.0,9756.5,0.2955574828948637,0.08474999999999999
2021,6,USA,3 Series,8600,49479,425519400,0.109,17.38,3.43,1.16,425519400,2021-06-01,2,49479.0,13444.0,3230.0,13350.0,10807.0,8964.833333333334,-0.360309431716751,0.12644
2021,6,USA,MINI,10353,41477,429411381,0.098,17.38,3.43,1.16,429411381,2021-06-01,2,41477.0,8600.0,10377.0,4656.0,10799.0,9914.333333333334,0.20383720930232552,0.11368
2021,6,USA,X7,3332,91892,306184144,0.102,17.38,3.43,1.16,306184144,2021-06-01,2,91892.0,10353.0,13444.0,13482.0,7428.333333333333,8222.666666666666,-0.6781609195402298,0.11831999999999998
2021,6,RestOfWorld,MINI,13635,41333,563575455,0.093,6.05,2.0,1.18,563575455,2021-06-01,2,41333.0,3332.0,8600.0,3230.0,9106.666666666666,9956.833333333334,3.092136854741897,0.10973999999999999
2021,6,USA,iX,7770,74173,576324210,0.099,17.38,3.43,1.16,576324210,2021-06-01,2,74173.0,13635.0,10353.0,10377.0,8245.666666666666,9522.333333333334,-0.4301430143014301,0.11484
2021,6,USA,5 Series,4686,61694,289098084,0.073,17.38,3.43,1.16,289098084,2021-06-01,2,61694.0,7770.0,3332.0,13444.0,8697.0,8062.666666666667,-0.3969111969111969,0.08467999999999999
2021,6,USA,X3,9228,58660,541314480,0.108,17.38,3.43,1.16,541314480,2021-06-01,2,58660.0,4686.0,13635.0,8600.0,7228.0,8167.333333333333,0.969270166453265,0.12528
2021,6,USA,X5,5601,67870,380139870,0.091,17.38,3.43,1.16,380139870,2021-06-01,2,67870.0,9228.0,7770.0,10353.0,6505.0,7375.333333333333,-0.39304291287386217,0.10555999999999999
2021,6,RestOfWorld,3 Series,8434,46163,389338742,0.101,6.05,2.0,1.18,389338742,2021-06-01,2,46163.0,5601.0,4686.0,3332.0,7754.333333333333,8225.666666666666,0.5058025352615605,0.11918000000000001
2021,6,RestOfWorld,i4,13911,64360,895311960,0.095,6.05,2.0,1.18,895311960,2021-06-01,2,64360.0,8434.0,9228.0,13635.0,9315.333333333334,8271.666666666666,0.6493953047189946,0.11209999999999999
2021,6,RestOfWorld,iX,11567,76472,884551624,0.097,6.05,2.0,1.18,884551624,2021-06-01,2,76472.0,13911.0,5601.0,7770.0,11304.0,8904.5,-0.16849974840054638,0.11445999999999999
2021,6,RestOfWorld,5 Series,12226,62341,762181066,0.106,6.05,2.0,1.18,762181066,2021-06-01,2,62341.0,11567.0,8434.0,4686.0,12568.0,10161.166666666666,0.05697242154404769,0.12508
2021,6,RestOfWorld,X3,13052,57423,749484996,0.103,6.05,2.0,1.18,749484996,2021-06-01,2,57423.0,12226.0,13911.0,9228.0,12281.666666666666,10798.5,0.06756093571078026,0.12153999999999998
2021,6,RestOfWorld,X5,9064,70523,639220472,0.087,6.05,2.0,1.18,639220472,2021-06-01,2,70523.0,13052.0,11567.0,5601.0,11447.333333333334,11375.666666666666,-0.30554704259883547,0.10265999999999999
2021,6,RestOfWorld,X7,10040,90709,910718360,0.093,6.05,2.0,1.18,910718360,2021-06-01,2,90709.0,9064.0,12226.0,8434.0,10718.666666666666,11643.333333333334,0.10767872903795239,0.10973999999999999
2021,6,USA,i4,12379,64751,801552629,0.074,17.38,3.43,1.16,801552629,2021-06-01,2,64751.0,10040.0,13052.0,13911.0,10494.333333333334,11388.0,0.23296812749003992,0.08583999999999999
2021,7,Europe,X3,3483,58237,202839471,0.083,14.72,3.23,1.17,202839471,2021-07-01,3,58237.0,12379.0,9064.0,11567.0,8634.0,10040.666666666666,-0.7186364003554406,0.09711
2021,7,Europe,X7,3556,91534,325494904,0.096,14.72,3.23,1.17,325494904,2021-07-01,3,91534.0,3483.0,10040.0,12226.0,6472.666666666667,8595.666666666666,0.020958943439563615,0.11231999999999999
2021,7,Europe,iX,4644,76672,356064768,0.079,14.72,3.23,1.17,356064768,2021-07-01,3,76672.0,3556.0,12379.0,13052.0,3894.3333333333335,7194.333333333333,0.30596175478065235,0.09243
2021,7,Europe,3 Series,2972,48253,143407916,0.082,14.72,3.23,1.17,143407916,2021-07-01,3,48253.0,4644.0,3483.0,9064.0,3724.0,6179.0,-0.36003445305770887,0.09594
2021,7,China,X5,11204,68872,771641888,0.091,15.24,2.37,1.14,771641888,2021-07-01,3,68872.0,2972.0,3556.0,10040.0,6273.333333333333,6373.0,2.7698519515477793,0.10373999999999999
2021,7,Europe,5 Series,7706,60042,462683652,0.104,14.72,3.23,1.17,462683652,2021-07-01,3,60042.0,11204.0,4644.0,12379.0,7294.0,5594.166666666667,-0.31220992502677614,0.12167999999999998
2021,7,China,i4,6465,65178,421375770,0.106,15.24,2.37,1.14,421375770,2021-07-01,3,65178.0,7706.0,2972.0,3483.0,8458.333333333334,6091.166666666667,-0.16104334284972743,0.12083999999999999
2021,7,China,MINI,5844,41702,243706488,0.085,15.24,2.37,1.14,243706488,2021-07-01,3,41702.0,6465.0,11204.0,3556.0,6671.666666666667,6472.5,-0.09605568445475643,0.0969
2021,7,China,X7,11952,92994,1111464288,0.083,15.24,2.37,1.14,1111464288,2021-07-01,3,92994.0,5844.0,7706.0,4644.0,8087.0,7690.5,1.0451745379876796,0.09462
2021,7,Europe,X5,6786,67799,460084014,0.097,14.72,3.23,1.17,460084014,2021-07-01,3,67799.0,11952.0,6465.0,2972.0,8194.0,8326.166666666666,-0.43222891566265065,0.11349
2021,7,Europe,MINI,12386,40640,503367040,0.11,14.72,3.23,1.17,503367040,2021-07-01,3,40640.0,6786.0,5844.0,11204.0,10374.666666666666,8523.166666666666,0.8252284114353079,0.12869999999999998
2021,7,China,3 Series,6811,48101,327615911,0.094,15.24,2.37,1.14,327615911,2021-07-01,3,48101.0,12386.0,11952.0,7706.0,8661.0,8374.0,-0.45010495720975296,0.10715999999999999
2021,7,China,5 Series,5255,62658,329267790,0.098,15.24,2.37,1.14,329267790,2021-07-01,3,62658.0,6811.0,6786.0,6465.0,8150.666666666667,8172.333333333333,-0.22845397151666424,0.11172
2021,7,China,X3,4225,59508,251421300,0.075,15.24,2.37,1.14,251421300,2021-07-01,3,59508.0,5255.0,12386.0,5844.0,5430.333333333333,7902.5,-0.19600380589914368,0.08549999999999999
2021,7,China,iX,8381,73275,614117775,0.097,15.24,2.37,1.14,614117775,2021-07-01,3,73275.0,4225.0,6811.0,11952.0,5953.666666666667,7307.333333333333,0.9836686390532545,0.11058
2021,7,Europe,i4,10638,66861,711267318,0.104,14.72,3.23,1.17,711267318,2021-07-01,3,66861.0,8381.0,5255.0,6786.0,7748.0,7949.333333333333,0.26929960625223726,0.12167999999999998
2021,7,USA,3 Series,9659,49512,478236408,0.102,19.11,3.0,1.18,478236408,2021-07-01,3,49512.0,10638.0,4225.0,12386.0,9559.333333333334,7494.833333333333,-0.09202857680015042,0.12035999999999998
2021,7,USA,iX,3544,75799,268631656,0.102,19.11,3.0,1.18,268631656,2021-07-01,3,75799.0,9659.0,8381.0,6811.0,7947.0,6950.333333333333,-0.6330883114194016,0.12035999999999998
2021,7,USA,i4,2897,66148,191630756,0.097,19.11,3.0,1.18,191630756,2021-07-01,3,66148.0,3544.0,10638.0,5255.0,5366.666666666667,6557.333333333333,-0.1825620767494357,0.11445999999999999
2021,7,USA,MINI,9400,40779,383322600,0.107,19.11,3.0,1.18,383322600,2021-07-01,3,40779.0,2897.0,9659.0,4225.0,5280.333333333333,7419.833333333333,2.2447359337245425,0.12625999999999998
2021,7,RestOfWorld,3 Series,5340,46941,250664940,0.115,5.1,2.25,1.15,250664940,2021-07-01,3,46941.0,9400.0,3544.0,8381.0,5879.0,6913.0,-0.4319148936170213,0.13225
2021,7,RestOfWorld,X7,7105,92699,658626395,0.105,5.1,2.25,1.15,658626395,2021-07-01,3,92699.0,5340.0,2897.0,10638.0,7281.666666666667,6324.166666666667,0.3305243445692885,0.12074999999999998
2021,7,USA,X3,4823,58258,280978334,0.105,19.11,3.0,1.18,280978334,2021-07-01,3,58258.0,7105.0,9400.0,9659.0,5756.0,5518.166666666667,-0.3211822660098522,0.12389999999999998
2021,7,RestOfWorld,iX,4299,73719,316917981,0.112,5.1,2.25,1.15,316917981,2021-07-01,3,73719.0,4823.0,5340.0,3544.0,5409.0,5644.0,-0.10864607091022183,0.1288
2021,7,USA,X5,6771,69035,467435985,0.098,19.11,3.0,1.18,467435985,2021-07-01,3,69035.0,4299.0,7105.0,2897.0,5297.666666666667,6289.666666666667,0.5750174459176554,0.11563999999999999
2021,7,RestOfWorld,i4,10982,66634,731774588,0.102,5.1,2.25,1.15,731774588,2021-07-01,3,66634.0,6771.0,4823.0,9400.0,7350.666666666667,6553.333333333333,0.6219169989661792,0.11729999999999999
2021,7,USA,X7,10848,93990,1019603520,0.077,19.11,3.0,1.18,1019603520,2021-07-01,3,93990.0,10982.0,4299.0,5340.0,9533.666666666666,7471.333333333333,-0.01220178473866329,0.09086
2021,7,RestOfWorld,MINI,4568,41292,188621856,0.097,5.1,2.25,1.15,188621856,2021-07-01,3,41292.0,10848.0,6771.0,7105.0,8799.333333333334,7048.5,-0.5789085545722714,0.11155
2021,7,RestOfWorld,5 Series,4563,60741,277161183,0.095,5.1,2.25,1.15,277161183,2021-07-01,3,60741.0,4568.0,10982.0,4823.0,6659.666666666667,7005.166666666667,-0.0010945709281960925,0.10924999999999999
2021,7,RestOfWorld,X3,10981,57966,636524646,0.084,5.1,2.25,1.15,636524646,2021-07-01,3,57966.0,4563.0,10848.0,4299.0,6704.0,8118.833333333333,1.4065307911461757,0.0966
2021,7,RestOfWorld,X5,2977,67262,200238974,0.096,5.1,2.25,1.15,200238974,2021-07-01,3,67262.0,10981.0,4568.0,6771.0,6173.666666666667,7486.5,-0.7288953647208816,0.1104
2021,7,USA,5 Series,4140,62099,257089860,0.106,19.11,3.0,1.18,257089860,2021-07-01,3,62099.0,2977.0,4563.0,10982.0,6032.666666666667,6346.166666666667,0.39066174000671827,0.12508
2021,8,Europe,X7,12186,92829,1131214194,0.087,16.32,3.77,1.18,1131214194,2021-08-01,3,92829.0,4140.0,10981.0,10848.0,6434.333333333333,6569.166666666667,1.9434782608695653,0.10265999999999999
2021,8,Europe,5 Series,10232,62476,639254432,0.1,16.32,3.77,1.18,639254432,2021-08-01,3,62476.0,12186.0,2977.0,4568.0,8852.666666666666,7513.166666666667,-0.16034794025931398,0.118
2021,8,Europe,X3,11889,56312,669493368,0.103,16.32,3.77,1.18,669493368,2021-08-01,3,56312.0,10232.0,4140.0,4563.0,11435.666666666666,8734.166666666666,0.16194292415949962,0.12153999999999998
2021,8,Europe,X5,7386,67920,501657120,0.077,16.32,3.77,1.18,501657120,2021-08-01,3,67920.0,11889.0,12186.0,10981.0,9835.666666666666,8135.0,-0.3787534695937421,0.09086
2021,8,Europe,iX,11896,74773,889499608,0.085,16.32,3.77,1.18,889499608,2021-08-01,3,74773.0,7386.0,10232.0,2977.0,10390.333333333334,9621.5,0.6106146764148388,0.1003
2021,8,Europe,3 Series,12208,47657,581796656,0.097,16.32,3.77,1.18,581796656,2021-08-01,3,47657.0,11896.0,11889.0,4140.0,10496.666666666666,10966.166666666666,0.02622730329522538,0.11445999999999999
2021,8,China,MINI,4182,40912,171093984,0.085,20.9,2.86,1.18,171093984,2021-08-01,3,40912.0,12208.0,7386.0,12186.0,9428.666666666666,9632.166666666666,-0.6574377457404981,0.1003
2021,8,Europe,MINI,5226,43164,225575064,0.095,16.32,3.77,1.18,225575064,2021-08-01,3,43164.0,4182.0,11896.0,10232.0,7205.333333333333,8797.833333333334,0.2496413199426113,0.11209999999999999
2021,8,China,X3,9174,59793,548540982,0.097,20.9,2.86,1.18,548540982,2021-08-01,3,59793.0,5226.0,12208.0,11889.0,6194.0,8345.333333333334,0.7554535017221584,0.11445999999999999
2021,8,China,X5,3823,67329,257398767,0.1,20.9,2.86,1.18,257398767,2021-08-01,3,67329.0,9174.0,4182.0,7386.0,6074.333333333333,7751.5,-0.5832788314802704,0.118
2021,8,China,X7,4104,90741,372401064,0.11,20.9,2.86,1.18,372401064,2021-08-01,3,90741.0,3823.0,5226.0,11896.0,5700.333333333333,6452.833333333333,0.07350248495945588,0.1298
2021,8,China,i4,8911,63819,568691109,0.113,20.9,2.86,1.18,568691109,2021-08-01,3,63819.0,4104.0,9174.0,12208.0,5612.666666666667,5903.333333333333,1.1712962962962963,0.13334
2021,8,China,iX,11767,73929,869922543,0.092,20.9,2.86,1.18,869922543,2021-08-01,3,73929.0,8911.0,3823.0,4182.0,8260.666666666666,7167.5,0.32050274941084056,0.10855999999999999
2021,8,China,3 Series,3112,46243,143908216,0.088,20.9,2.86,1.18,143908216,2021-08-01,3,46243.0,11767.0,4104.0,5226.0,7930.0,6815.166666666667,-0.7355315713435879,0.10383999999999999
2021,8,China,5 Series,11594,60421,700521074,0.115,20.9,2.86,1.18,700521074,2021-08-01,3,60421.0,3112.0,8911.0,9174.0,8824.333333333334,7218.5,2.725578406169666,0.1357
2021,8,Europe,i4,5054,66618,336687372,0.094,16.32,3.77,1.18,336687372,2021-08-01,3,66618.0,11594.0,11767.0,3823.0,6586.666666666667,7423.666666666667,-0.564084871485251,0.11091999999999999
2021,8,USA,MINI,3935,43274,170283190,0.098,15.5,4.5,1.18,170283190,2021-08-01,3,43274.0,5054.0,3112.0,4104.0,6861.0,7395.5,-0.2214087851206965,0.11563999999999999
2021,8,RestOfWorld,X3,10798,59494,642416212,0.1,5.39,1.61,1.12,642416212,2021-08-01,3,59494.0,3935.0,11594.0,8911.0,6595.666666666667,7710.0,1.7440914866581956,0.11200000000000002
2021,8,USA,iX,6339,76741,486461199,0.107,15.5,4.5,1.18,486461199,2021-08-01,3,76741.0,10798.0,5054.0,11767.0,7024.0,6805.333333333333,-0.4129468420077792,0.12625999999999998
2021,8,USA,X5,8051,67507,543498857,0.087,15.5,4.5,1.18,543498857,2021-08-01,3,67507.0,6339.0,3935.0,3112.0,8396.0,7628.5,0.2700741441867802,0.10265999999999999
2021,8,USA,X7,4075,93258,380026350,0.094,15.5,4.5,1.18,380026350,2021-08-01,3,93258.0,8051.0,10798.0,11594.0,6155.0,6375.333333333333,-0.49385169544156005,0.11091999999999999
2021,8,USA,i4,7265,64552,468970280,0.094,15.5,4.5,1.18,468970280,2021-08-01,3,64552.0,4075.0,6339.0,5054.0,6463.666666666667,6743.833333333333,0.7828220858895705,0.11091999999999999
2021,8,RestOfWorld,3 Series,9211,48654,448151994,0.099,5.39,1.61,1.12,448151994,2021-08-01,3,48654.0,7265.0,8051.0,3935.0,6850.333333333333,7623.166666666667,0.26785960082587756,0.11088000000000002
2021,8,USA,X3,11853,57869,685921257,0.096,15.5,4.5,1.18,685921257,2021-08-01,3,57869.0,9211.0,4075.0,10798.0,9443.0,7799.0,0.28683096297904687,0.11327999999999999
2021,8,USA,3 Series,10194,49836,508028184,0.097,15.5,4.5,1.18,508028184,2021-08-01,3,49836.0,11853.0,7265.0,6339.0,10419.333333333334,8441.5,-0.13996456593267526,0.11445999999999999
